2026-09-06T22:00:41.083448404Z Global sink: log
2026-09-06T22:00:41.083492848Z Avvio Global Aggregator
2026-09-06T22:00:41.083499778Z Kafka broker: kafka:29092
2026-09-06T22:00:41.083503572Z Input topic: cloud-edge-aggregates
2026-09-06T22:00:41.083506667Z Consumer group: global-aggregator
2026-09-06T22:00:41.083509463Z Global window: 15m0s
2026-09-06T22:00:41.083512628Z Watermark delay: 15m0s
2026-09-06T22:00:41.083515594Z Edge idle timeout: 5s
2026-09-06T22:00:41.083518550Z Expected Edge: edge-0,edge-1,edge-2,edge-3,edge-4,edge-5,edge-6,edge-7,edge-8,edge-9,edge-10,edge-11,edge-12
2026-09-06T22:00:41.083521885Z 
2026-09-06T22:01:13.525904311Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-01T01:00:00Z:2025-01-01T01:15:00Z","window_start":"2025-01-01T01:00:00Z","window_end":"2025-01-01T01:15:00Z","expected_edges":13,"contributing_edges":13,"events":209,"temperature":{"valid":196,"invalid":13,"sum":870.7687498470001,"average":4.442697703301021,"min":-6.05,"max":28.08},"humidity":{"valid":203,"invalid":6,"sum":16007.143826590003,"average":78.85292525413794,"min":5.67,"max":100},"pressure":{"valid":204,"invalid":5,"sum":19837628.95782,"average":97243.27920499998,"min":46080.78,"max":103146.88},"emitted_at":"2026-09-06T22:01:13.52565278Z"}
2026-09-06T22:01:51.444386031Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-07T18:45:00Z:2025-01-07T19:00:00Z","window_start":"2025-01-07T18:45:00Z","window_end":"2025-01-07T19:00:00Z","expected_edges":13,"contributing_edges":13,"events":776,"temperature":{"valid":738,"invalid":38,"sum":5143.128750819001,"average":6.969009147451221,"min":-2.71,"max":31.67},"humidity":{"valid":761,"invalid":15,"sum":59567.49042358,"average":78.27528307960579,"min":7.6,"max":100},"pressure":{"valid":766,"invalid":10,"sum":73766590.80284001,"average":96301.0323796867,"min":46239.63,"max":102168.28},"emitted_at":"2026-09-06T22:01:51.444243354Z"}
2026-09-06T22:01:51.478496433Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-07T19:00:00Z:2025-01-07T19:15:00Z","window_start":"2025-01-07T19:00:00Z","window_end":"2025-01-07T19:15:00Z","expected_edges":13,"contributing_edges":13,"events":776,"temperature":{"valid":734,"invalid":42,"sum":5095.677422294999,"average":6.9423398123910065,"min":-2.63,"max":30.88},"humidity":{"valid":762,"invalid":14,"sum":59644.44800246999,"average":78.27355380901574,"min":8.03,"max":100},"pressure":{"valid":767,"invalid":9,"sum":73669397.36188999,"average":96048.75796856583,"min":46237.69,"max":102166.91},"emitted_at":"2026-09-06T22:01:51.478314531Z"}
2026-09-06T22:01:51.498202038Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-07T19:15:00Z:2025-01-07T19:30:00Z","window_start":"2025-01-07T19:15:00Z","window_end":"2025-01-07T19:30:00Z","expected_edges":13,"contributing_edges":13,"events":783,"temperature":{"valid":743,"invalid":40,"sum":5164.662773397999,"average":6.951093907668909,"min":-2.53,"max":31.41},"humidity":{"valid":769,"invalid":14,"sum":59992.77143922,"average":78.01400707310793,"min":7.62,"max":100},"pressure":{"valid":774,"invalid":9,"sum":74391574.11469,"average":96113.14485102068,"min":46222.19,"max":102172.47},"emitted_at":"2026-09-06T22:01:51.49799266Z"}
2026-09-06T22:01:51.533400966Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-07T19:30:00Z:2025-01-07T19:45:00Z","window_start":"2025-01-07T19:30:00Z","window_end":"2025-01-07T19:45:00Z","expected_edges":13,"contributing_edges":13,"events":785,"temperature":{"valid":744,"invalid":41,"sum":5098.793749751999,"average":6.853217405580644,"min":-2.61,"max":31.12},"humidity":{"valid":770,"invalid":15,"sum":60389.50124465,"average":78.42792369435064,"min":7.71,"max":100},"pressure":{"valid":776,"invalid":9,"sum":74562888.81502,"average":96086.19692657216,"min":46216.38,"max":102159.53},"emitted_at":"2026-09-06T22:01:51.533252677Z"}
2026-09-06T22:01:51.584759828Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-07T19:45:00Z:2025-01-07T20:00:00Z","window_start":"2025-01-07T19:45:00Z","window_end":"2025-01-07T20:00:00Z","expected_edges":13,"contributing_edges":13,"events":777,"temperature":{"valid":737,"invalid":40,"sum":5022.851407451,"average":6.815266495862958,"min":-2.7,"max":31.03},"humidity":{"valid":763,"invalid":14,"sum":60039.605579819996,"average":78.68886707709042,"min":7.93,"max":100},"pressure":{"valid":768,"invalid":9,"sum":73850877.40252,"average":96159.99661786458,"min":46220.25,"max":102162.28},"emitted_at":"2026-09-06T22:01:51.584674288Z"}
2026-09-06T22:01:51.652754235Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-07T20:00:00Z:2025-01-07T20:15:00Z","window_start":"2025-01-07T20:00:00Z","window_end":"2025-01-07T20:15:00Z","expected_edges":13,"contributing_edges":13,"events":779,"temperature":{"valid":741,"invalid":38,"sum":4984.112733555,"average":6.726198020991903,"min":-3.32,"max":31.46},"humidity":{"valid":765,"invalid":14,"sum":60222.05612746,"average":78.72164199667974,"min":7.55,"max":100},"pressure":{"valid":770,"invalid":9,"sum":74138163.03534,"average":96283.32861732467,"min":46231.88,"max":102158.41},"emitted_at":"2026-09-06T22:01:51.652444399Z"}
2026-09-06T22:01:51.680102548Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-07T20:15:00Z:2025-01-07T20:30:00Z","window_start":"2025-01-07T20:15:00Z","window_end":"2025-01-07T20:30:00Z","expected_edges":13,"contributing_edges":13,"events":774,"temperature":{"valid":733,"invalid":41,"sum":4947.142499581,"average":6.749171213616644,"min":-3.03,"max":31.67},"humidity":{"valid":759,"invalid":15,"sum":59622.599681390006,"average":78.55414977785244,"min":7.46,"max":100},"pressure":{"valid":764,"invalid":10,"sum":73442054.69532,"average":96128.34384204188,"min":46208.63,"max":102164.97},"emitted_at":"2026-09-06T22:01:51.679972232Z"}
2026-09-06T22:01:51.711570928Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-07T20:30:00Z:2025-01-07T20:45:00Z","window_start":"2025-01-07T20:30:00Z","window_end":"2025-01-07T20:45:00Z","expected_edges":13,"contributing_edges":13,"events":784,"temperature":{"valid":744,"invalid":40,"sum":4957.444218694,"average":6.663231476739247,"min":-3.43,"max":31.78},"humidity":{"valid":770,"invalid":14,"sum":60791.9220259,"average":78.95054808558442,"min":7.48,"max":100},"pressure":{"valid":775,"invalid":9,"sum":74543580.70813,"average":96185.26542984517,"min":46220.25,"max":102139.56},"emitted_at":"2026-09-06T22:01:51.710263576Z"}
2026-09-06T22:01:51.755341283Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-07T20:45:00Z:2025-01-07T21:00:00Z","window_start":"2025-01-07T20:45:00Z","window_end":"2025-01-07T21:00:00Z","expected_edges":13,"contributing_edges":13,"events":767,"temperature":{"valid":727,"invalid":40,"sum":4875.474374960999,"average":6.706292125118293,"min":-2.56,"max":31.85},"humidity":{"valid":753,"invalid":14,"sum":59071.71870483001,"average":78.44849761597611,"min":7.34,"max":100},"pressure":{"valid":758,"invalid":9,"sum":72815466.82721001,"average":96062.62114407653,"min":46214.44,"max":102127.19},"emitted_at":"2026-09-06T22:01:51.755201982Z"}
2026-09-06T22:01:51.863658547Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-07T21:00:00Z:2025-01-07T21:15:00Z","window_start":"2025-01-07T21:00:00Z","window_end":"2025-01-07T21:15:00Z","expected_edges":13,"contributing_edges":13,"events":777,"temperature":{"valid":735,"invalid":42,"sum":4879.007421340999,"average":6.638105335157822,"min":-2.42,"max":31.68},"humidity":{"valid":762,"invalid":15,"sum":60012.73046340001,"average":78.75686412519687,"min":7.3,"max":100},"pressure":{"valid":768,"invalid":9,"sum":73727133.89252,"average":95998.8722558854,"min":46235.75,"max":102127},"emitted_at":"2026-09-06T22:01:51.863449581Z"}
2026-09-06T22:01:51.932400417Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-07T21:15:00Z:2025-01-07T21:30:00Z","window_start":"2025-01-07T21:15:00Z","window_end":"2025-01-07T21:30:00Z","expected_edges":13,"contributing_edges":13,"events":776,"temperature":{"valid":737,"invalid":39,"sum":4866.542070656,"average":6.603177843495251,"min":-2.91,"max":31.48},"humidity":{"valid":762,"invalid":14,"sum":60172.65772825,"average":78.96674242552494,"min":7.3,"max":100},"pressure":{"valid":767,"invalid":9,"sum":73764444.57065,"average":96172.6787101043,"min":46233.81,"max":102119.25},"emitted_at":"2026-09-06T22:01:51.931684869Z"}
2026-09-06T22:01:52.040198462Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-07T21:30:00Z:2025-01-07T21:45:00Z","window_start":"2025-01-07T21:30:00Z","window_end":"2025-01-07T21:45:00Z","expected_edges":13,"contributing_edges":13,"events":771,"temperature":{"valid":730,"invalid":41,"sum":4845.7805467220005,"average":6.638055543454795,"min":-2.45,"max":30.42},"humidity":{"valid":756,"invalid":15,"sum":59698.222846230005,"average":78.96590323575397,"min":7.8,"max":100},"pressure":{"valid":762,"invalid":9,"sum":73214817.79063,"average":96082.4380454462,"min":46214.44,"max":102112.97},"emitted_at":"2026-09-06T22:01:52.04008745Z"}
2026-09-06T22:01:52.117770164Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-07T21:45:00Z:2025-01-07T22:00:00Z","window_start":"2025-01-07T21:45:00Z","window_end":"2025-01-07T22:00:00Z","expected_edges":13,"contributing_edges":13,"events":777,"temperature":{"valid":737,"invalid":40,"sum":4797.768789023,"average":6.509862671672998,"min":-3.53,"max":30.5},"humidity":{"valid":762,"invalid":15,"sum":60260.189525149995,"average":79.08161355006561,"min":7.29,"max":100},"pressure":{"valid":768,"invalid":9,"sum":73829653.84284002,"average":96132.36177453127,"min":46245.44,"max":102110.41},"emitted_at":"2026-09-06T22:01:52.117687532Z"}
2026-09-06T22:01:52.153579054Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-07T22:00:00Z:2025-01-07T22:15:00Z","window_start":"2025-01-07T22:00:00Z","window_end":"2025-01-07T22:15:00Z","expected_edges":13,"contributing_edges":13,"events":778,"temperature":{"valid":737,"invalid":41,"sum":4759.387734888999,"average":6.457785257651288,"min":-3.39,"max":29.59},"humidity":{"valid":764,"invalid":14,"sum":60276.28386183,"average":78.89565950501309,"min":7.55,"max":100},"pressure":{"valid":768,"invalid":10,"sum":73824946.15002,"average":96126.23196617188,"min":46228,"max":102106.34},"emitted_at":"2026-09-06T22:01:52.153454344Z"}
2026-09-06T22:01:52.175006193Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-07T22:15:00Z:2025-01-07T22:30:00Z","window_start":"2025-01-07T22:15:00Z","window_end":"2025-01-07T22:30:00Z","expected_edges":13,"contributing_edges":13,"events":776,"temperature":{"valid":734,"invalid":42,"sum":4731.747384014,"average":6.446522321544959,"min":-3.68,"max":29.68},"humidity":{"valid":762,"invalid":14,"sum":60345.87604858,"average":79.19406305587927,"min":7.72,"max":100},"pressure":{"valid":767,"invalid":9,"sum":73681839.20282,"average":96064.97940393742,"min":46224.13,"max":102087.31},"emitted_at":"2026-09-06T22:01:52.174868173Z"}
2026-09-06T22:01:52.205575508Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-07T22:30:00Z:2025-01-07T22:45:00Z","window_start":"2025-01-07T22:30:00Z","window_end":"2025-01-07T22:45:00Z","expected_edges":13,"contributing_edges":13,"events":785,"temperature":{"valid":744,"invalid":41,"sum":4713.598789197001,"average":6.335482243544356,"min":-4.28,"max":29.7},"humidity":{"valid":770,"invalid":15,"sum":61023.749096219995,"average":79.25162220288311,"min":7.66,"max":100},"pressure":{"valid":776,"invalid":9,"sum":74550636.05033998,"average":96070.40728136596,"min":46208.63,"max":102085.84},"emitted_at":"2026-09-06T22:01:52.205447852Z"}
2026-09-06T22:01:52.244811258Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-07T22:45:00Z:2025-01-07T23:00:00Z","window_start":"2025-01-07T22:45:00Z","window_end":"2025-01-07T23:00:00Z","expected_edges":13,"contributing_edges":13,"events":773,"temperature":{"valid":733,"invalid":40,"sum":4666.5271487810005,"average":6.366339902839019,"min":-3.6,"max":29.24},"humidity":{"valid":759,"invalid":14,"sum":60081.20948608,"average":79.15837876953887,"min":8.06,"max":100},"pressure":{"valid":764,"invalid":9,"sum":73438235.9197,"average":96123.34544463351,"min":46237.69,"max":102078.63},"emitted_at":"2026-09-06T22:01:52.241837163Z"}
2026-09-06T22:01:52.271608779Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-07T23:00:00Z:2025-01-07T23:15:00Z","window_start":"2025-01-07T23:00:00Z","window_end":"2025-01-07T23:15:00Z","expected_edges":13,"contributing_edges":13,"events":767,"temperature":{"valid":729,"invalid":38,"sum":4602.241796914001,"average":6.313088884655693,"min":-3.06,"max":28.79},"humidity":{"valid":753,"invalid":14,"sum":59643.54202591,"average":79.20789113666666,"min":8.58,"max":100},"pressure":{"valid":758,"invalid":9,"sum":72946969.67408,"average":96236.1077494459,"min":46255.13,"max":102067.06},"emitted_at":"2026-09-06T22:01:52.2715011Z"}
2026-09-06T22:01:52.281493700Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-07T23:15:00Z:2025-01-07T23:30:00Z","window_start":"2025-01-07T23:15:00Z","window_end":"2025-01-07T23:30:00Z","expected_edges":13,"contributing_edges":13,"events":779,"temperature":{"valid":739,"invalid":40,"sum":4654.948086662001,"average":6.2989825259296355,"min":-3.83,"max":28.73},"humidity":{"valid":763,"invalid":16,"sum":60338.69116577,"average":79.08085342826998,"min":8,"max":100},"pressure":{"valid":770,"invalid":9,"sum":73999470.75033,"average":96103.20876666234,"min":46231.88,"max":102069.72},"emitted_at":"2026-09-06T22:01:52.281384884Z"}
2026-09-06T22:01:52.329566339Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-07T23:30:00Z:2025-01-07T23:45:00Z","window_start":"2025-01-07T23:30:00Z","window_end":"2025-01-07T23:45:00Z","expected_edges":13,"contributing_edges":13,"events":778,"temperature":{"valid":737,"invalid":41,"sum":4617.209492035001,"average":6.264870409816826,"min":-2.59,"max":29.63},"humidity":{"valid":764,"invalid":14,"sum":60638.34097122,"average":79.36955624505235,"min":7.79,"max":100},"pressure":{"valid":768,"invalid":10,"sum":73852050.49125999,"average":96161.52407716145,"min":46241.56,"max":102070.13},"emitted_at":"2026-09-06T22:01:52.329107341Z"}
2026-09-06T22:01:52.352291698Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-07T23:45:00Z:2025-01-08T00:00:00Z","window_start":"2025-01-07T23:45:00Z","window_end":"2025-01-08T00:00:00Z","expected_edges":13,"contributing_edges":13,"events":783,"temperature":{"valid":742,"invalid":41,"sum":4646.327147922,"average":6.26189642577089,"min":-2.2,"max":29.31},"humidity":{"valid":768,"invalid":15,"sum":60963.488392299994,"average":79.37954217747395,"min":7.8,"max":100},"pressure":{"valid":774,"invalid":9,"sum":74392185.8797,"average":96113.93524509044,"min":46255.13,"max":102075.53},"emitted_at":"2026-09-06T22:01:52.352113204Z"}
2026-09-06T22:01:52.406871415Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-08T00:00:00Z:2025-01-08T00:15:00Z","window_start":"2025-01-08T00:00:00Z","window_end":"2025-01-08T00:15:00Z","expected_edges":13,"contributing_edges":13,"events":772,"temperature":{"valid":732,"invalid":40,"sum":4554.102265184999,"average":6.22145118194672,"min":-3.76,"max":29.22},"humidity":{"valid":758,"invalid":14,"sum":60282.82507277,"average":79.52879297199209,"min":7.67,"max":100},"pressure":{"valid":763,"invalid":9,"sum":73357613.02656999,"average":96143.66058528177,"min":46239.63,"max":102060.84},"emitted_at":"2026-09-06T22:01:52.406693302Z"}
2026-09-06T22:01:52.411063951Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-08T00:15:00Z:2025-01-08T00:30:00Z","window_start":"2025-01-08T00:15:00Z","window_end":"2025-01-08T00:30:00Z","expected_edges":13,"contributing_edges":13,"events":783,"temperature":{"valid":741,"invalid":42,"sum":4605.2052736860005,"average":6.214851921303644,"min":-1.88,"max":29.37},"humidity":{"valid":769,"invalid":14,"sum":61025.48901733,"average":79.35694280537061,"min":7.67,"max":100},"pressure":{"valid":774,"invalid":9,"sum":74303759.62033,"average":95999.68943195092,"min":46245.44,"max":102071.28},"emitted_at":"2026-09-06T22:01:52.41097484Z"}
2026-09-06T22:01:52.413179152Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-08T00:30:00Z:2025-01-08T00:45:00Z","window_start":"2025-01-08T00:30:00Z","window_end":"2025-01-08T00:45:00Z","expected_edges":13,"contributing_edges":13,"events":782,"temperature":{"valid":742,"invalid":40,"sum":4649.418828449,"average":6.2660631111172505,"min":-4.54,"max":30.03},"humidity":{"valid":767,"invalid":15,"sum":60991.03491654,"average":79.51895034750977,"min":7.69,"max":100},"pressure":{"valid":773,"invalid":9,"sum":74322662.43815,"average":96148.33433137128,"min":46228,"max":102071.94},"emitted_at":"2026-09-06T22:01:52.413096525Z"}
2026-09-06T22:01:52.444099116Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-08T00:45:00Z:2025-01-08T01:00:00Z","window_start":"2025-01-08T00:45:00Z","window_end":"2025-01-08T01:00:00Z","expected_edges":13,"contributing_edges":13,"events":780,"temperature":{"valid":740,"invalid":40,"sum":4573.903242434,"average":6.180950327613514,"min":-3.47,"max":30.93},"humidity":{"valid":766,"invalid":14,"sum":60941.759603290004,"average":79.55843290246737,"min":7.13,"max":100},"pressure":{"valid":771,"invalid":9,"sum":74149501.60783,"average":96173.15383635538,"min":46268.69,"max":102087.91},"emitted_at":"2026-09-06T22:01:52.443945554Z"}
2026-09-06T22:01:52.453224150Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-08T01:00:00Z:2025-01-08T01:15:00Z","window_start":"2025-01-08T01:00:00Z","window_end":"2025-01-08T01:15:00Z","expected_edges":13,"contributing_edges":13,"events":774,"temperature":{"valid":733,"invalid":41,"sum":4569.609609220999,"average":6.234119521447475,"min":-2.84,"max":31.25},"humidity":{"valid":760,"invalid":14,"sum":60457.13800245999,"average":79.54886579271052,"min":6.96,"max":100},"pressure":{"valid":764,"invalid":10,"sum":73426352.01376,"average":96107.79059392671,"min":46243.5,"max":102081.63},"emitted_at":"2026-09-06T22:01:52.453057895Z"}
2026-09-06T22:01:52.495690849Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-08T01:15:00Z:2025-01-08T01:30:00Z","window_start":"2025-01-08T01:15:00Z","window_end":"2025-01-08T01:30:00Z","expected_edges":13,"contributing_edges":13,"events":794,"temperature":{"valid":754,"invalid":40,"sum":4672.425078563,"average":6.196850236820955,"min":-4.24,"max":31.56},"humidity":{"valid":779,"invalid":15,"sum":61969.02319701,"average":79.54945211426187,"min":7.19,"max":100},"pressure":{"valid":785,"invalid":9,"sum":75506719.3147,"average":96186.9035856051,"min":46216.38,"max":102077.13},"emitted_at":"2026-09-06T22:01:52.495567969Z"}
2026-09-06T22:01:52.513761432Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-08T01:30:00Z:2025-01-08T01:45:00Z","window_start":"2025-01-08T01:30:00Z","window_end":"2025-01-08T01:45:00Z","expected_edges":13,"contributing_edges":13,"events":766,"temperature":{"valid":725,"invalid":41,"sum":4477.994531193,"average":6.176544180955862,"min":-3.42,"max":31.32},"humidity":{"valid":752,"invalid":14,"sum":60001.428354029995,"average":79.78913344950797,"min":7.69,"max":100},"pressure":{"valid":757,"invalid":9,"sum":72710257.25314,"average":96050.53798301189,"min":46239.63,"max":102058.94},"emitted_at":"2026-09-06T22:01:52.513686469Z"}
2026-09-06T22:01:52.525237135Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-08T01:45:00Z:2025-01-08T02:00:00Z","window_start":"2025-01-08T01:45:00Z","window_end":"2025-01-08T02:00:00Z","expected_edges":13,"contributing_edges":13,"events":789,"temperature":{"valid":749,"invalid":40,"sum":4573.935273495999,"average":6.10672266154339,"min":-3.69,"max":31.24},"humidity":{"valid":775,"invalid":14,"sum":61853.717220449995,"average":79.81124802638709,"min":7.09,"max":100},"pressure":{"valid":780,"invalid":9,"sum":74995642.42063001,"average":96148.25951362822,"min":46262.88,"max":102046.59},"emitted_at":"2026-09-06T22:01:52.525105885Z"}
2026-09-06T22:01:52.543176116Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-08T02:00:00Z:2025-01-08T02:15:00Z","window_start":"2025-01-08T02:00:00Z","window_end":"2025-01-08T02:15:00Z","expected_edges":13,"contributing_edges":13,"events":776,"temperature":{"valid":735,"invalid":41,"sum":4500.202851219,"average":6.122724967644898,"min":-1.81,"max":31.47},"humidity":{"valid":761,"invalid":15,"sum":60736.762650900004,"average":79.81177746504599,"min":7.84,"max":100},"pressure":{"valid":767,"invalid":9,"sum":73680176.41814,"average":96062.81149692307,"min":46262.88,"max":102046.97},"emitted_at":"2026-09-06T22:01:52.54308236Z"}
2026-09-06T22:01:52.576372741Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-08T02:15:00Z:2025-01-08T02:30:00Z","window_start":"2025-01-08T02:15:00Z","window_end":"2025-01-08T02:30:00Z","expected_edges":13,"contributing_edges":13,"events":777,"temperature":{"valid":736,"invalid":41,"sum":4476.705781593,"average":6.082480681512228,"min":-2.26,"max":31.89},"humidity":{"valid":763,"invalid":14,"sum":60924.40854858,"average":79.8485039955177,"min":6.91,"max":100},"pressure":{"valid":768,"invalid":9,"sum":73780952.16095,"average":96068.94812623698,"min":46251.25,"max":102053.75},"emitted_at":"2026-09-06T22:01:52.576221239Z"}
2026-09-06T22:01:52.599237848Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-08T02:30:00Z:2025-01-08T02:45:00Z","window_start":"2025-01-08T02:30:00Z","window_end":"2025-01-08T02:45:00Z","expected_edges":13,"contributing_edges":13,"events":770,"temperature":{"valid":730,"invalid":40,"sum":4430.991366938,"average":6.069851187586302,"min":-2.28,"max":31.97},"humidity":{"valid":756,"invalid":14,"sum":60399.70811965,"average":79.89379380906085,"min":7.37,"max":100},"pressure":{"valid":761,"invalid":9,"sum":73130045.14282,"average":96097.29979345598,"min":46241.56,"max":102062.09},"emitted_at":"2026-09-06T22:01:52.599136562Z"}
2026-09-06T22:01:52.613163455Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-08T02:45:00Z:2025-01-08T03:00:00Z","window_start":"2025-01-08T02:45:00Z","window_end":"2025-01-08T03:00:00Z","expected_edges":13,"contributing_edges":13,"events":779,"temperature":{"valid":739,"invalid":40,"sum":4479.605820083,"average":6.061712882385657,"min":-2.59,"max":32.45},"humidity":{"valid":764,"invalid":15,"sum":60959.23495481999,"average":79.78957454819371,"min":7.31,"max":100},"pressure":{"valid":769,"invalid":10,"sum":73960332.46378,"average":96177.28538853057,"min":46270.63,"max":102066.28},"emitted_at":"2026-09-06T22:01:52.613060561Z"}
2026-09-06T22:01:52.659198780Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-08T03:00:00Z:2025-01-08T03:15:00Z","window_start":"2025-01-08T03:00:00Z","window_end":"2025-01-08T03:15:00Z","expected_edges":13,"contributing_edges":13,"events":768,"temperature":{"valid":728,"invalid":40,"sum":4428.301054725,"average":6.082831119127746,"min":-2.52,"max":32.74},"humidity":{"valid":754,"invalid":14,"sum":60243.34854934,"average":79.89834025111406,"min":6.83,"max":100},"pressure":{"valid":759,"invalid":9,"sum":72947233.33439,"average":96109.66183714097,"min":46262.88,"max":102074.75},"emitted_at":"2026-09-06T22:01:52.65894639Z"}
2026-09-06T22:01:52.706311406Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-08T03:15:00Z:2025-01-08T03:30:00Z","window_start":"2025-01-08T03:15:00Z","window_end":"2025-01-08T03:30:00Z","expected_edges":13,"contributing_edges":13,"events":788,"temperature":{"valid":747,"invalid":41,"sum":4514.721053981001,"average":6.043803285115128,"min":-2.65,"max":32.55},"humidity":{"valid":773,"invalid":15,"sum":61662.22925171001,"average":79.77002490518758,"min":6.89,"max":100},"pressure":{"valid":779,"invalid":9,"sum":74846526.06376,"average":96080.2645234403,"min":46228,"max":102074.94},"emitted_at":"2026-09-06T22:01:52.706098036Z"}
2026-09-06T22:01:52.715698480Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-08T03:30:00Z:2025-01-08T03:45:00Z","window_start":"2025-01-08T03:30:00Z","window_end":"2025-01-08T03:45:00Z","expected_edges":13,"contributing_edges":13,"events":784,"temperature":{"valid":744,"invalid":40,"sum":4502.343516044,"average":6.051536983930108,"min":-1.88,"max":32.67},"humidity":{"valid":770,"invalid":14,"sum":61487.17972123,"average":79.85348015744155,"min":6.97,"max":100},"pressure":{"valid":775,"invalid":9,"sum":74524208.61283001,"average":96160.26917784518,"min":46259,"max":102064.44},"emitted_at":"2026-09-06T22:01:52.714975445Z"}
2026-09-06T22:01:52.740787504Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-08T03:45:00Z:2025-01-08T04:00:00Z","window_start":"2025-01-08T03:45:00Z","window_end":"2025-01-08T04:00:00Z","expected_edges":13,"contributing_edges":13,"events":781,"temperature":{"valid":739,"invalid":42,"sum":4440.637773779999,"average":6.008982102543977,"min":-3.85,"max":32.7},"humidity":{"valid":765,"invalid":16,"sum":61106.05104858,"average":79.87719091317646,"min":7.3,"max":100},"pressure":{"valid":772,"invalid":9,"sum":74106477.79688999,"average":95992.8468871632,"min":46262.88,"max":102044},"emitted_at":"2026-09-06T22:01:52.74066954Z"}
2026-09-06T22:01:52.856620340Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-08T04:00:00Z:2025-01-08T04:15:00Z","window_start":"2025-01-08T04:00:00Z","window_end":"2025-01-08T04:15:00Z","expected_edges":13,"contributing_edges":13,"events":767,"temperature":{"valid":730,"invalid":37,"sum":4369.299257945001,"average":5.985341449239727,"min":-3.24,"max":32.61},"humidity":{"valid":753,"invalid":14,"sum":60109.25839309,"average":79.8263723679814,"min":7.12,"max":100},"pressure":{"valid":758,"invalid":9,"sum":72964147.67782,"average":96258.77002350923,"min":46255.13,"max":102041.94},"emitted_at":"2026-09-06T22:01:52.85592776Z"}
2026-09-06T22:01:52.946879481Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-08T04:15:00Z:2025-01-08T04:30:00Z","window_start":"2025-01-08T04:15:00Z","window_end":"2025-01-08T04:30:00Z","expected_edges":13,"contributing_edges":13,"events":773,"temperature":{"valid":739,"invalid":34,"sum":4497.195859146001,"average":6.085515370968878,"min":-4.35,"max":32.81},"humidity":{"valid":758,"invalid":15,"sum":60293.3608142,"average":79.54269236701847,"min":7.09,"max":100},"pressure":{"valid":764,"invalid":9,"sum":73697273.68844001,"average":96462.40011575917,"min":46247.38,"max":102047.91},"emitted_at":"2026-09-06T22:01:52.946746396Z"}
